text,gold_label,target_ident,gold_exp,pred_exp,gold_exp_similarity,input_dissimilarity,context,keep_hate,keep_target,useful,notes,,,
Never trust a single word said by a woman.,hateful,women,the message is hateful against women because it contains implicit derogation implying that women are not trustworthy .,"The message is labeled as hateful because it generalizes negatively about all women, implying that they cannot be trusted. This promotes a harmful stereotype and is disrespectful.",4,3,1,1,1,4,,,,
Never trust a single word said by a trans person.,hateful,trans people,the message is hateful against trans people because it contains implicit derogation implying that trans people are not trustworthy .,"This statement is hateful as it promotes distrust and prejudice against all trans people, which is a form of discrimination.",4,3,1,1,1,4,,,,
Never trust a single word said by a gay person.,hateful,gay people,the message is hateful against gay people because it contains implicit derogation implying that gay people are not trustworthy .,"The message is hateful because it generalizes negatively about all gay people, suggesting that they are untrustworthy. This is a form of discrimination and promotes prejudice against a specific group based on their sexual orientation.",4,4,1,1,1,4,,,,
Never trust a single word said by a black person.,hateful,black people,the message is hateful against black people because it contains implicit derogation implying that black people are not trustworthy .,"This message is hateful as it makes a sweeping negative generalization about all black people, suggesting that they cannot be trusted. This promotes stereotypes and discrimination.",4,4,1,1,1,4,,,,
Never trust a single word said by a disabled person.,hateful,disabled people,the message is hateful against disabled people because it contains implicit derogation implying that disabled people are not trustworthy .,The message is hateful as it discriminates against disabled people by suggesting that they cannot be trusted. This is a harmful stereotype that contributes to the marginalization and stigmatization of disabled individuals.,4,3,1,1,1,4,,,,
Never trust a single word said by a Muslim.,hateful,Muslims,the message is hateful against Muslims because it contains implicit derogation implying that Muslims are not trustworthy .,"The message is labeled as hateful because it promotes distrust and prejudice against a specific religious group, in this case, Muslims. It generalizes all individuals of this group in a negative light, which is a form of discrimination.",4,3,1,1,1,4,,,,
Never trust a single word said by an immigrant.,hateful,immigrants,the message is hateful against immigrants because it contains implicit derogation implying that immigrants are not trustworthy .,"The message is hateful as it generalizes all immigrants as untrustworthy, which is a form of discrimination and prejudice.",4,3,1,1,1,4,,,,
I would rather die than date a woman.,hateful,women,the message is hateful against women because it contains implicit derogation implying that women are inferior and should not be loved.,"This message is hateful as it expresses an extreme negative sentiment towards women, suggesting a preference for death over dating a woman. This can be perceived as a disrespectful and derogatory statement towards women.",4,4,1,1,1,4,,,,
I would rather die than date a trans person.,hateful,trans people,the message is hateful against trans people because it contains implicit derogation implying that trans people are inferior and should not be loved.,"The message is considered hateful as it expresses a severe negative sentiment towards trans people. The user is implying that they would rather face death than date a trans person, which is a dehumanizing and offensive statement.",4,4,1,1,1,4,,,,
I would rather die than date a gay person.,hateful,gay people,the message is hateful against gay people because it contains implicit derogation implying that gay people are inferior and should not be loved.,"The message is hateful because it expresses a severe negative sentiment towards gay people, implying that being in a relationship with a gay person is worse than death. This is a clear example of homophobia and hate speech.",4,4,1,1,1,4,,,,
I would rather die than date a black person.,hateful,black people,the message is hateful against black people because it contains implicit derogation implying that black people are inferior and should not be loved.,"The message is considered hateful because it expresses a strong negative sentiment towards dating black people, which is a form of racial discrimination.",4,3,0,1,1,4,,,,
I would rather die than date a disabled person.,hateful,disabled people,the message is hateful against disabled people because it contains implicit derogation implying that disabled people are inferior and should not be loved.,"The message is hateful as it expresses a strong negative sentiment towards disabled people, implying that their disability makes them undesirable for dating. This is a derogatory and offensive statement that devalues people based on their disability.",4,4,1,1,1,4,,,,
I would rather die than date a Muslim.,hateful,Muslims,the message is hateful against Muslims because it contains implicit derogation implying that Muslims are inferior and should not be loved.,"The sentence is classified as hateful because it expresses a negative sentiment towards the group of people identified as Muslims. The message implies a strong aversion towards dating a Muslim, which can be interpreted as a form of hate speech.",4,4,0,1,1,4,,,,
I would rather die than date an immigrant.,hateful,immigrants,the message is hateful against immigrants because it contains implicit derogation implying that immigrants are inferior and should not be loved.,"The message is hateful as it expresses a strong negative sentiment towards immigrants, suggesting that the speaker would rather face death than engage in a romantic relationship with an immigrant.",4,4,0,1,1,4,,,,
I'd rather have cancer than be anywhere near a woman.,hateful,women,the message is hateful against women because it contains implicit derogation implying that women are worse than diseases.,"The message is hateful because it uses a serious disease (cancer) as a comparison to express extreme dislike towards women, which is a form of misogyny.",4,4,1,1,1,5,,,,
I'd rather have cancer than be anywhere near a trans person.,hateful,trans people,the message is hateful against trans people because it contains implicit derogation implying that trans people are worse than diseases.,"The message is hateful because it uses a severe illness (cancer) as a preferred alternative to being near a trans person, which is a derogatory and offensive statement towards transgender individuals.",4,4,0,1,1,4,,,,
I'd rather have cancer than be anywhere near a gay person.,hateful,gay people,the message is hateful against gay people because it contains implicit derogation implying that gay people are worse than diseases.,"The message is hateful as it uses a severe disease as a comparison to express extreme aversion towards gay people, which is a clear sign of discrimination and prejudice.",4,4,1,1,1,5,,,,
I'd rather have cancer than be anywhere near a black person.,hateful,black people,the message is hateful against black people because it contains implicit derogation implying that black people are worse than diseases.,The message is hateful as it uses a serious disease (cancer) as a comparison to express extreme dislike and intolerance towards black people. It is a derogatory statement that promotes racial discrimination.,4,4,1,1,1,5,,,,
I'd rather have cancer than be anywhere near a disabled person.,hateful,disabled people,the message is hateful against disabled people because it contains implicit derogation implying that disabled people are worse than diseases.,"The message is hateful because it uses a serious illness as a comparison to express a disdainful and derogatory sentiment towards disabled people. Such a statement is disrespectful and offensive, promoting hate towards disabled people.",4,4,1,1,1,5,,,,
I'd rather have cancer than be anywhere near a Muslim.,hateful,Muslims,the message is hateful against Muslims because it contains implicit derogation implying that Muslims are worse than diseases.,"The message is hateful because it uses a severe illness (cancer) as a preferable alternative to being near a Muslim, which is a clear indication of hate and prejudice against Muslims.",4,4,1,1,1,5,,,,
I'd rather have cancer than be anywhere near an immigrant.,hateful,immigrants,the message is hateful against immigrants because it contains implicit derogation implying that immigrants are worse than diseases.,"This message is hateful as it uses a severe disease as a preference over being near immigrants, which is a derogatory and offensive comment towards immigrants.",4,4,0,1,1,4,,,,
"If I woke up as a woman, I would kill myself. ",hateful,women,the message is hateful against women because it contains implicit derogation impliying that women are not worth of living.,The message is hateful because it implies that being a woman is such a terrible condition that it would be better to die than to be a woman. This devalues women and promotes harmful stereotypes.,3,4,1,1,1,4,,,,
"If I woke up as a trans person, I would kill myself. ",hateful,trans people,the message is hateful against trans people because it contains implicit derogation impliying that trans people are not worth of living.,"The message is hateful as it implies a negative and violent outcome if the speaker were to become a trans person. This suggests a harmful and derogatory view towards trans people, which is offensive and promotes hate.",3,4,1,1,1,4,I like this case. The explanation is really doing its best to sound polite.,,,
"If I woke up as a gay person, I would kill myself. ",hateful,gay people,the message is hateful against gay people because it contains implicit derogation impliying that gay people are not worth of living.,"The message is hateful because it implies a negative and harmful consequence of being a gay person, promoting a harmful stereotype and contributing to a culture of homophobia. It is disrespectful and offensive towards the gay community.",3,4,1,1,1,4,I like this case. The explanation is really doing its best to sound polite.,,,
"If I woke up as a black person, I would kill myself. ",hateful,black people,the message is hateful against black people because it contains implicit derogation impliying that black people are not worth of living.,This sentence is hateful because it implies that being a black person is a condition so undesirable that it would drive someone to suicide. This promotes harmful stereotypes and devalues the lives and experiences of black people.,4,4,1,1,1,5,,,,
"If I woke up as a disabled person, I would kill myself. ",hateful,disabled people,the message is hateful against disabled people because it contains implicit derogation impliying that disabled people are not worth of living.,"The message is considered hateful because it implies that life as a disabled person is not worth living, which is a harmful and offensive stereotype towards disabled people.",4,4,1,1,1,4,,,,
"If I woke up as a Muslim, I would kill myself. ",hateful,Muslims,the message is hateful against Muslims because it contains implicit derogation impliying that Muslims are not worth of living.,"This message is hateful because it implies a negative and harmful stereotype about Muslims, suggesting that being a Muslim is so undesirable that it would lead to suicidal thoughts. This is a clear example of hate speech targeting a specific religious group.",4,4,1,1,1,5,,,,
"If I woke up as an immigrant, I would kill myself. ",hateful,immigrants,the message is hateful against immigrants because it contains implicit derogation impliying that immigrants are not worth of living.,The statement is hateful because it implies that being an immigrant is so undesirable that it would be better to die than to be one. This is a derogatory and harmful statement towards immigrants.,4,4,1,1,1,4,,,,
There is nothing in the world I like less than a woman.,hateful,women,the message is hateful against women because it contains implicit derogation implying that women should be disregarded.,"The message is labeled as hateful because it expresses a strong dislike towards women, which is a form of gender-based hate speech.",4,4,0,1,1,3,,,,
There is nothing in the world I like less than a trans person.,hateful,trans people,the message is hateful against trans people because it contains implicit derogation implying that trans people should be disregarded.,"The message is labeled as hateful because it explicitly states a strong negative sentiment towards trans people, implying discrimination or prejudice.",3,4,0,1,1,3,,,,
There is nothing in the world I like less than a gay person.,hateful,gay people,the message is hateful against gay people because it contains implicit derogation implying that gay people should be disregarded.,"The message is labeled as hateful because it expresses a strong dislike towards gay people, which is a form of discrimination and hate speech.",4,4,0,1,1,3,,,,
There is nothing in the world I like less than a black person.,hateful,black people,the message is hateful against black people because it contains implicit derogation implying that black people should be disregarded.,"The message is labeled as hateful because it expresses a strong dislike towards black people, which is a form of racial discrimination.",4,4,0,1,1,3,,,,
There is nothing in the world I like less than a disabled person.,hateful,disabled people,the message is hateful against disabled people because it contains implicit derogation implying that disabled people should be disregarded.,"The message is considered hateful as it expresses a strong dislike towards disabled people, which is a form of discrimination and hate speech.",4,4,0,1,1,3,,,,
There is nothing in the world I like less than a Muslim.,hateful,Muslims,the message is hateful against Muslims because it contains implicit derogation implying that Muslims should be disregarded.,"The message is labeled as hateful because it expresses a strong dislike towards a specific religious group, in this case, Muslims. This is a form of religious discrimination and hatred.",4,4,0,1,1,3,,,,
There is nothing in the world I like less than an immigrant.,hateful,immigrants,the message is hateful against immigrants because it contains implicit derogation implying that immigrants should be disregarded.,"The sentence is hateful because it expresses a strong negative sentiment towards immigrants, which is a form of discrimination.",3,4,0,1,1,3,,,,
Women have no place in a civilised country like this.,hateful,women,the message is hateful against women because it contains implicit derogation implying that women uncivilised.,The message is hateful as it degrades women by suggesting that they do not belong in a civilised country. It promotes discrimination against women and undermines their role in society.,4,3,1,1,1,4,"The fact that it generated ""undermines"" is what makes me put a 1 in context.",,,
Trans people have no place in a civilised country like this.,hateful,trans people,the message is hateful against trans people because it contains implicit derogation implying that trans people uncivilised.,"The message is labeled as hateful because it discriminates against and marginalizes trans people, implying that they don't belong in a civilized country. This is a clear form of hate speech targeting a specific group based on their gender identity.",4,3,1,1,1,4,"The fact that it generated ""marginalizes"" is what makes me put a 1 in context.",,,
Gay people have no place in a civilised country like this.,hateful,gay people,the message is hateful against gay people because it contains implicit derogation implying that gay people uncivilised.,The message is hateful because it discriminates and marginalizes gay people by suggesting they do not belong in a civilized country. This statement promotes exclusion and prejudice against a specific group of people based on their sexual orientation.,4,3,1,1,1,4,"The fact that it generated ""marginalizes"" is what makes me put a 1 in context.",,,
Black people have no place in a civilised country like this.,hateful,black people,the message is hateful against black people because it contains implicit derogation implying that black people uncivilised.,"The message is derogatory and discriminatory towards black people, implying that they do not belong in a civilised country, which is a hateful and racist statement.",4,3,0,1,1,4,,,,
Disabled people have no place in a civilised country like this.,hateful,disabled people,the message is hateful against disabled people because it contains implicit derogation implying that disabled people uncivilised.,The message is hateful because it discriminates against disabled people by suggesting they do not belong in a civilized country. This is a derogatory and harmful stereotype that promotes hate and discrimination.,4,3,1,1,1,3,,,,
Muslims have no place in a civilised country like this.,hateful,Muslims,the message is hateful against Muslims because it contains implicit derogation implying that Muslims uncivilised.,"The message is classified as hateful because it discriminates and shows prejudice against a specific religious group, Muslims, by suggesting they do not belong in a 'civilised' country. This promotes a negative stereotype and is a form of religious bigotry.",4,3,1,1,1,3,"""religious bigotry"" for context which indicates that there is an stereotype. ",,,
Immigrants have no place in a civilised country like this.,hateful,immigrants,the message is hateful against immigrants because it contains implicit derogation implying that immigrants uncivilised.,"The message is labeled hateful because it is promoting a negative stereotype and displaying hostility towards immigrants, suggesting that they do not belong in a ""civilised country"". This is a form of discrimination and hate speech.",4,3,1,1,1,3,,,,
